title,id,year,rating,num_votes,action,adult,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,short,sport,thriller,war,western
white_angel,m604,1994,4.4,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
white_squall,m228,1996,6.4,8465,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who_framed_roger_rabbit,m492,1988,7.6,54375,1,0,1,2,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
whos_your_daddy,m605,2003/I,4.5,2267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wild_at_heart,m229,1990,7.2,29388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
wild_things,m606,1998,6.6,40523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
wild_wild_west,m607,1999,4.3,54943,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
willow,m608,1988,7.1,33506,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
witness,m609,1985,7.6,30705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
wonder_boys,m230,2000,7.5,31853,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x-men,m614,2000,7.4,122149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
xxx,m613,2002,5.6,53505,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
young_frankenstein,m615,1974,8.0,57618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
zulu_dawn,m616,1979,6.4,1911,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
